window_id,row_id,packet_id_start,packet_id_end,time_start,time_end,window_packet_count,duration_sec,packet_rate,inter_arrival_mean,inter_arrival_std,inter_arrival_min,inter_arrival_max,inter_arrival_q25,inter_arrival_q50,inter_arrival_q75,length_mean,length_std,length_min,length_max,length_q25,length_q50,length_q75,length_first,length_last,length_slope,length_diff_mean,length_diff_std,length_absdiff_mean,length_absdiff_max,info_len_mean,info_len_std,info_len_max,src_unique,dst_unique,proto_unique,src_entropy,dst_entropy,proto_entropy,missing_source_ratio,broadcast_dst_ratio,ra_marker_ratio,bssid_marker_ratio,ip_endpoint_ratio,attack_packet_count,attack_packet_ratio,y_bin,y_attack_type,y_attack_type_name,y_risk,y_risk_name,attack_scenario_meta,packet_attack_type_mode_meta,session_id,split,proto_802_11_count,proto_802_11_ratio,proto_udp_count,proto_udp_ratio,proto_eapol_count,proto_eapol_ratio,proto_icmp_count,proto_icmp_ratio,proto_trans_802_11_to_802_11_count,proto_trans_802_11_to_802_11_ratio,proto_trans_802_11_to_eapol_count,proto_trans_802_11_to_eapol_ratio,proto_trans_eapol_to_eapol_count,proto_trans_eapol_to_eapol_ratio,proto_trans_udp_to_udp_count,proto_trans_udp_to_udp_ratio,proto_trans_802_11_to_udp_count,proto_trans_802_11_to_udp_ratio,proto_trans_udp_to_icmp_count,proto_trans_udp_to_icmp_ratio,info_tok_ack_count,info_tok_ack_ratio,info_tok_deauthentication_count,info_tok_deauthentication_ratio,info_tok_authentication_count,info_tok_authentication_ratio,info_tok_eapol_count,info_tok_eapol_ratio,info_tok_beacon_count,info_tok_beacon_ratio,info_tok_probe_count,info_tok_probe_ratio,info_tok_request_count,info_tok_request_ratio,info_tok_response_count,info_tok_response_ratio,info_tok_data_count,info_tok_data_ratio,info_tok_null_count,info_tok_null_ratio,info_tok_qos_count,info_tok_qos_ratio,info_tok_udp_count,info_tok_udp_ratio,info_tok_icmp_count,info_tok_icmp_ratio,info_tok_exploit_count,info_tok_exploit_ratio,info_tok_api_count,info_tok_api_ratio,info_tok_sae_count,info_tok_sae_ratio,info_tok_handshake_count,info_tok_handshake_ratio
10,10,320,351,2021-09-12 04:34:00,2021-09-12 04:34:00,32,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,9.746927907783031e-16,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0,2,1,0.0,0.20062232431271465,-0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00010,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
11,11,352,383,2021-09-12 04:34:00,2021-09-12 04:34:00,32,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.872983346207417,28.0,44.0,28.0,28.0,28.0,44.0,28.0,-0.14076246334310746,-0.5161290322580645,4.950535766000228,1.5483870967741935,16.0,32.625,6.2935979375870525,57.0,1,3,1,-0.0,0.8683927290103626,-0.0,0.9375,0.0,0.9375,0.0,0.0,0,0.0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00011,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,0.9375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0625,2,0.0625,2,0.0625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
12,12,384,415,2021-09-12 04:34:00,2021-09-12 04:34:00,32,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.625,20.18314581525883,28.0,144.0,28.0,28.0,28.0,28.0,28.0,0.021260997067449768,0.0,29.464029464044195,7.483870967741935,116.0,32.1875,6.611720180860651,69.0,1,3,1,-0.0,0.3997900666170139,-0.0,0.96875,0.03125,0.96875,0.0,0.0,0,0.0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00012,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,0.96875,0,0.0,0,0.0,0,0.0,1,0.03125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
13,13,416,447,2021-09-12 04:34:00,2021-09-12 04:34:00,32,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.872983346207417,28.0,44.0,28.0,28.0,28.0,28.0,28.0,0.04105571847507379,0.0,5.747369664856797,2.064516129032258,16.0,32.625,6.2935979375870525,57.0,1,3,1,-0.0,0.8683927290103626,-0.0,0.9375,0.0,0.9375,0.0,0.0,0,0.0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00013,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,0.9375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0625,2,0.0625,2,0.0625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
14,14,448,479,2021-09-12 04:34:00,2021-09-12 04:34:00,32,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,9.746927907783031e-16,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0,1,1,0.0,-0.0,-0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00014,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
15,15,480,511,2021-09-12 04:34:00,2021-09-12 04:34:00,32,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.625,20.18314581525883,28.0,144.0,28.0,28.0,28.0,28.0,28.0,0.40395894428152546,0.0,29.464029464044195,7.483870967741935,116.0,32.1875,6.611720180860651,69.0,1,3,1,-0.0,0.5349547231656377,-0.0,0.96875,0.03125,0.96875,0.0,0.0,0,0.0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00015,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,0.96875,0,0.0,0,0.0,0,0.0,1,0.03125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
16,16,512,543,2021-09-12 04:34:00,2021-09-12 22:27:00,32,64380.0,0.0004970487729108419,2076.7741935483873,11374.960726510515,0.0,64380.0,0.0,0.0,0.0,96.75,175.55465673117305,28.0,564.0,28.0,28.0,28.0,28.0,28.0,8.640762463343108,0.0,234.20090630936727,107.35483870967742,536.0,32.09375,2.5416453209486174,38.0,1,2,1,-0.0,0.6252624052234231,-0.0,0.84375,0.0,0.84375,0.0,0.0,0,0.0,0,0,No Attack,0,normal,No Attack,No Attack,atk0_No_Attack__win_00016,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,0.84375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.15625,0,0.0,5,0.15625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
17,17,544,575,2021-09-12 22:27:00,2021-09-12 22:27:00,32,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,258.22470834527047,28.0,564.0,28.0,28.0,564.0,564.0,28.0,-4.126099706744862,-17.29032258064516,458.99456694714013,395.61290322580646,536.0,33.625,3.3888604279314896,38.0,1,3,1,-0.0,1.1334321011224375,-0.0,0.625,0.0,0.625,0.0,0.0,0,0.0,0,0,No Attack,0,normal,Wifi Deauthentication Attack,No Attack,atk0_No_Attack__win_00017,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,0.625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.375,0,0.0,12,0.375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
18,18,576,607,2021-09-12 22:27:00,2021-09-12 22:27:00,32,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,256.94941136340435,28.0,564.0,28.0,28.0,552.0,564.0,564.0,-2.304985337243394,0.0,446.68470514049574,376.258064516129,536.0,33.625,3.3888604279314896,38.0,1,3,1,-0.0,1.1334321011224375,-0.0,0.625,0.0,0.625,0.0,0.0,0,0.0,0,0,No Attack,0,normal,Wifi Deauthentication Attack,No Attack,atk0_No_Attack__win_00018,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,0.625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.375,0,0.0,12,0.375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
19,19,608,639,2021-09-12 22:27:00,2021-09-12 22:27:00,32,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.4375,253.30958547546123,28.0,564.0,28.0,28.0,564.0,28.0,131.0,1.9105571847507403,3.3225806451612905,423.3389846703554,347.06451612903226,536.0,34.0625,3.4725485957722753,38.0,1,3,1,-0.0,1.1628175871855553,-0.0,0.5625,0.0,0.5625,0.0,0.0,0,0.0,0,0,No Attack,0,normal,Wifi Deauthentication Attack,No Attack,atk0_No_Attack__win_00019,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.5625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.4375,0,0.0,14,0.4375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
20,20,640,671,2021-09-12 22:27:00,2021-09-12 22:27:00,32,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.25,238.62614588514813,28.0,564.0,28.0,28.0,548.0,28.0,28.0,-5.491202346041051,0.0,404.4092465679753,308.1290322580645,536.0,32.96875,3.1472644371739724,38.0,1,3,1,-0.0,1.0425993555312076,-0.0,0.71875,0.0,0.71875,0.0,0.0,0,0.0,0,0,No Attack,0,normal,Wifi Deauthentication Attack,No Attack,atk0_No_Attack__win_00020,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,0.71875,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.28125,0,0.0,9,0.28125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
21,21,672,703,2021-09-12 22:27:00,2021-09-12 22:27:00,32,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.59375,257.39425733869336,28.0,564.0,28.0,28.0,552.0,548.0,28.0,-1.923570381231659,-16.774193548387096,479.6525429044156,442.7741935483871,536.0,34.0625,3.4725485957722753,38.0,1,3,1,-0.0,1.1628175871855553,-0.0,0.5625,0.0,0.5625,0.0,0.0,0,0.0,0,0,No Attack,0,normal,Wifi Deauthentication Attack,No Attack,atk0_No_Attack__win_00021,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.5625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.4375,0,0.0,14,0.4375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
22,22,704,735,2021-09-12 22:27:00,2021-09-12 22:27:00,32,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.5,264.79001114090386,28.0,564.0,28.0,28.0,564.0,28.0,564.0,3.0205278592375433,17.29032258064516,479.3375935768287,431.2258064516129,536.0,34.0625,3.4725485957722753,38.0,1,2,1,-0.0,0.9886994082884974,-0.0,0.5625,0.0,0.5625,0.0,0.0,0,0.0,0,0,No Attack,0,normal,Wifi Deauthentication Attack,No Attack,atk0_No_Attack__win_00022,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.5625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.4375,0,0.0,14,0.4375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
23,23,736,767,2021-09-12 22:27:00,2021-09-12 22:28:00,32,60.0,0.5333333333333333,1.935483870967742,10.601081758164508,0.0,60.0,0.0,0.0,0.0,68.0,128.91857895586656,28.0,564.0,28.0,28.0,44.0,28.0,564.0,4.662756598240469,17.29032258064516,167.42878959058058,64.25806451612904,536.0,38.15625,11.062632414461758,57.0,2,4,1,0.8453509366224364,1.8481061300625727,-0.0,0.65625,0.0,0.65625,0.0,0.0,0,0.0,0,0,No Attack,0,normal,Wifi Deauthentication Attack,No Attack,atk0_No_Attack__win_00023,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,0.65625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.34375,8,0.25,11,0.34375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
24,24,768,799,2021-09-12 22:28:00,2021-09-12 22:28:00,32,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.375,258.6447551662318,28.0,564.0,28.0,28.0,564.0,548.0,548.0,-0.6810850439882642,0.0,406.84339540798345,317.6774193548387,536.0,35.0625,7.136777546624247,70.0,1,3,1,-0.0,1.1511135511938806,-0.0,0.5625,0.03125,0.5625,0.0,0.0,0,0.0,0,0,No Attack,0,normal,Wifi Deauthentication Attack,No Attack,atk0_No_Attack__win_00024,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.5625,0,0.0,0,0.0,0,0.0,1,0.03125,0,0.0,0,0.0,0,0.0,13,0.40625,0,0.0,13,0.40625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25,25,800,831,2021-09-12 22:28:00,2021-09-12 22:28:00,32,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,256.94941136340435,28.0,564.0,28.0,28.0,552.0,28.0,28.0,7.04985337243402,0.0,447.30360621062766,377.2903225806452,536.0,33.625,3.3888604279314896,38.0,1,3,1,-0.0,1.2475562489182659,-0.0,0.625,0.0,0.625,0.0,0.0,0,0.0,0,0,No Attack,0,normal,Wifi Deauthentication Attack,No Attack,atk0_No_Attack__win_00025,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,0.625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.375,0,0.0,12,0.375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
26,26,832,863,2021-09-12 22:28:00,2021-09-12 22:28:00,32,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.96875,258.8169580484198,28.0,564.0,28.0,28.0,564.0,28.0,28.0,-2.295637829912014,0.0,467.7038627441583,417.48387096774195,536.0,34.0625,3.4725485957722753,38.0,1,2,1,-0.0,0.9886994082884974,-0.0,0.5625,0.0,0.5625,0.0,0.0,0,0.0,0,0,No Attack,0,normal,Wifi Deauthentication Attack,No Attack,atk0_No_Attack__win_00026,train,32,1.0,0,0.0,0,0.0,0,0.0,31,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.5625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.4375,0,0.0,14,0.4375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
