window_id,run_key,session_id,split
0,No Attack | run_1 | start_2021-09-12 04:34:00,No Attack | run_1 | start_2021-09-12 04:34:00 | blk_0,train
600,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_4,train
601,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_5,train
602,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_5,train
603,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_5,train
604,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_5,train
605,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_5,train
606,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_5,train
607,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_5,train
608,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_5,train
609,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_5,train
610,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_5,train
611,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_6,train
612,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_6,train
613,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_6,train
614,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_6,train
615,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_6,train
616,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_6,train
617,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_6,train
618,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_6,train
619,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_6,train
620,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_6,train
621,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_7,train
622,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_7,train
623,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_7,train
624,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_7,train
625,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_7,train
626,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_7,train
627,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_7,train
628,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_7,train
629,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_7,train
630,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_7,train
631,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_8,train
632,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_8,train
633,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_8,train
634,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_8,train
635,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_8,train
636,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_8,train
637,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_8,train
638,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_8,train
639,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_8,train
640,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_8,train
641,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_9,train
642,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_9,train
643,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_9,train
644,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_9,train
645,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_9,train
646,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_9,train
647,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_9,train
648,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_9,train
649,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_9,train
650,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_9,train
651,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_10,train
652,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_10,train
653,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_10,train
654,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_10,train
655,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_10,train
656,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_10,train
657,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_10,train
658,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_10,train
659,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_10,train
660,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_10,train
661,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_11,train
662,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_11,train
663,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_11,train
664,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_11,train
665,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_11,train
666,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_11,train
667,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_11,train
668,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_11,train
669,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_11,train
670,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_11,train
671,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_12,train
672,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_12,train
673,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_12,train
674,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_12,train
675,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_12,train
676,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_12,train
677,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_12,train
678,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_12,train
679,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_12,train
680,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_12,train
681,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_13,train
682,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00,WPA2-PSK WIFI Cracking Attack | run_4 | start_2021-09-13 03:04:00 | blk_13,train
